"Student_ID","Major_Category","Year_of_Study","Pre_Semester_GPA","Weekly_GenAI_Hours","Primary_Use_Case","Prompt_Engineering_Skill","Tool_Diversity","Paid_Subscription","Traditional_Study_Hours","Perceived_AI_Dependency","Institutional_Policy","Anxiety_Level_During_Exams","Post_Semester_GPA","Skill_Retention_Score","Burnout_Risk_Level"
103944,"Humanities","Senior",3.496,21.83,"Debugging/Troubleshooting","Advanced",5,"TRUE",1,5,"Allowed_With_Citation",3,3.879,95.65,"High"
118452,"Business","Freshman",3.104,8.37,"Ideation","Intermediate",2,"FALSE",6.83,5,"Allowed_With_Citation",1,3.218,59.37,"Medium"
108956,"Humanities","Graduate",3.388,6.71,"Copywriting/Drafting","Beginner",1,"TRUE",6.38,2,"Strict_Ban",4,3.629,67.17,"Medium"
133333,"Arts","Graduate",2.743,16.62,"Summarizing_Reading","Advanced",3,"FALSE",1.55,6,"Allowed_With_Citation",1,2.979,72.93,"High"
137600,"Business","Freshman",3.674,2.15,"Ideation","Advanced",3,"TRUE",4.43,2,"Allowed_With_Citation",5,3.465,85.73,"Low"
131695,"STEM","Graduate",3.491,13.41,"Debugging/Troubleshooting","Intermediate",2,"TRUE",20.21,4,"Actively_Encouraged",5,3.895,97.34,"Medium"
146582,"Arts","Junior",3.306,14.42,"Ideation","Beginner",3,"TRUE",4.38,3,"Allowed_With_Citation",6,3.594,63.34,"Medium"
121477,"Humanities","Sophomore",3.32,4.52,"Copywriting/Drafting","Advanced",3,"TRUE",11.05,4,"Actively_Encouraged",3,3.644,NA,"Low"
106466,"STEM","Senior",3.081,8.7,"Ideation","Intermediate",4,"FALSE",11.74,5,"Allowed_With_Citation",3,3.265,88.11,"Medium"
122950,"Arts","Senior",3.564,4.57,"Ideation","Advanced",3,"FALSE",18.41,4,"Allowed_With_Citation",9,3.868,87.69,"Low"
117483,"Business","Freshman",3.318,9.09,"Copywriting/Drafting","Advanced",3,"FALSE",4.72,5,"Actively_Encouraged",1,3.49,84.85,"Medium"
123524,"STEM","Freshman",3.284,22.95,"Debugging/Troubleshooting","Intermediate",2,"TRUE",15.49,5,"Allowed_With_Citation",7,3.589,80.41,"Medium"
127500,"Medical","Graduate",3.094,6.95,"Debugging/Troubleshooting","Intermediate",1,"FALSE",21.18,2,"Strict_Ban",3,3.506,69,"Medium"
134102,"Business","Junior",1.744,5.67,"Ideation","Beginner",2,"FALSE",9.74,2,"Allowed_With_Citation",6,1.891,91.28,"High"
146803,"Medical","Senior",1.961,14.65,"Direct_Answer_Generation","Advanced",4,"FALSE",8.92,4,"Allowed_With_Citation",3,2.463,97.95,"Low"
113905,"Business","Senior",3.205,8.44,"Debugging/Troubleshooting","Beginner",2,"FALSE",4.53,1,"Actively_Encouraged",6,3.041,100,"Medium"
126414,"STEM","Senior",3.512,4.53,"Debugging/Troubleshooting","Intermediate",1,"FALSE",20.97,5,"Actively_Encouraged",3,3.706,66.98,"Medium"
109089,"STEM","Senior",3.605,15.23,"Debugging/Troubleshooting","Advanced",4,"FALSE",9.39,5,"Allowed_With_Citation",7,3.873,100,"Medium"
117443,"Medical","Senior",2.921,1.17,"Copywriting/Drafting","Beginner",3,"FALSE",9.96,1,"Actively_Encouraged",4,3.203,55.63,"Low"
139892,"STEM","Graduate",2.522,34.45,"Direct_Answer_Generation","Advanced",3,"TRUE",11.75,6,"Allowed_With_Citation",4,2.553,68.43,"High"
130229,"Arts","Sophomore",3.08,10.09,"Copywriting/Drafting","Advanced",4,"TRUE",9.08,3,"Allowed_With_Citation",6,3.265,80.53,"Medium"
127704,"STEM","Junior",3.07,3.09,"Summarizing_Reading","Beginner",1,"FALSE",7.1,2,"Strict_Ban",6,3.411,77.38,"Low"
112658,"STEM","Sophomore",2.437,12.31,"Ideation","Advanced",5,"FALSE",NA,3,"Strict_Ban",4,2.425,68.85,"Medium"
116370,"STEM","Junior",2.278,9.66,"Copywriting/Drafting","Beginner",2,"FALSE",23.82,4,"Actively_Encouraged",6,2.936,65.13,"Medium"
128065,"Arts","Graduate",3.719,8.82,"Debugging/Troubleshooting","Advanced",5,"FALSE",6.1,3,"Actively_Encouraged",1,4,100,"Medium"
143944,"Arts","Sophomore",2.88,5.66,"Copywriting/Drafting","Intermediate",3,"TRUE",3.43,2,"Actively_Encouraged",4,3.067,49.79,"Medium"
142663,"Arts","Freshman",3.295,3.8,"Copywriting/Drafting","Advanced",3,"FALSE",12.28,1,"Actively_Encouraged",1,3.319,65.76,"Low"
117427,"STEM","Freshman",3.792,1.14,"Direct_Answer_Generation","Intermediate",5,"TRUE",16.44,5,"Actively_Encouraged",5,3.696,57.48,"Low"
139396,"STEM","Senior",2.894,20.06,"Copywriting/Drafting","Advanced",3,"TRUE",6.56,4,"Allowed_With_Citation",1,3.061,84.76,"High"
131955,"Humanities","Sophomore",1.853,8.38,"Debugging/Troubleshooting","Intermediate",1,"FALSE",13.05,5,"Allowed_With_Citation",4,2.123,73.28,"Medium"
130476,"Arts","Freshman",2.522,4.73,"Ideation","Intermediate",3,"TRUE",23.33,5,"Actively_Encouraged",5,2.913,72.07,"Medium"
109902,"Humanities","Graduate",2.761,8.3,"Copywriting/Drafting","Beginner",1,"FALSE",19.53,3,"Actively_Encouraged",5,3.119,77.7,"Low"
140151,"STEM","Senior",3.514,20.56,"Debugging/Troubleshooting","Advanced",5,"TRUE",15.23,4,"Strict_Ban",10,3.822,100,"Medium"
105742,"Business","Senior",3.09,3.08,"Ideation","Intermediate",1,"FALSE",19.4,1,"Allowed_With_Citation",3,3.573,70.81,"Medium"
132034,"Humanities","Freshman",2.804,1.21,"Debugging/Troubleshooting",NA,1,"FALSE",10.77,2,"Actively_Encouraged",6,3.012,42.58,"Low"
106776,"STEM","Senior",3.626,11.99,"Debugging/Troubleshooting","Beginner",2,"FALSE",22.16,5,"Allowed_With_Citation",1,3.858,71.34,"Medium"
109781,"Humanities","Graduate",3.467,0.09,"Direct_Answer_Generation","Intermediate",2,"FALSE",7.62,1,"Actively_Encouraged",1,3.437,74.54,"Medium"
120025,"Business","Freshman",3.524,3.09,"Ideation","Intermediate",2,"TRUE",12.14,4,"Actively_Encouraged",5,3.532,65.42,"Low"
118865,"Business","Graduate",2.845,10.17,"Ideation","Advanced",5,"FALSE",12.58,2,"Actively_Encouraged",6,3.324,94.59,"Medium"
145695,"Humanities","Freshman",NA,6.51,"Ideation","Intermediate",3,"TRUE",16.24,3,"Actively_Encouraged",4,3.09,75.26,"Medium"
115325,"STEM","Freshman",3.005,0.19,"Debugging/Troubleshooting","Intermediate",3,"TRUE",9.31,3,"Strict_Ban",6,3.136,98.37,"Low"
110909,"Arts","Freshman",3.604,14.93,"Copywriting/Drafting","Intermediate",2,"FALSE",5.8,7,"Actively_Encouraged",8,3.736,71.01,"Low"
149718,"STEM","Freshman",3.513,15.79,"Copywriting/Drafting","Beginner",2,"FALSE",-5,5,"Allowed_With_Citation",2,3.738,66.75,"Low"
135899,"STEM","Senior",3.678,2.39,"Debugging/Troubleshooting","Advanced",4,"TRUE",19.97,5,"Allowed_With_Citation",4,4,95.13,"Low"
130073,"Humanities","Sophomore",3.142,2.51,"Copywriting/Drafting","Beginner",3,"FALSE",16.61,3,"Actively_Encouraged",5,3.523,72.39,"Medium"
142870,"Humanities","Junior",NA,1.56,"Summarizing_Reading","Advanced",3,"TRUE",10.09,4,"Strict_Ban",4,2.755,89.38,"Low"
114943,"STEM","Freshman",3.898,2.46,"Summarizing_Reading","Beginner",3,"TRUE",22.27,4,"Actively_Encouraged",8,3.989,92.83,"Low"
131635,"Medical","Sophomore",3.345,11.56,"Copywriting/Drafting","Beginner",2,"TRUE",1,5,"Allowed_With_Citation",3,3.234,65.49,"Medium"
128000,"STEM","Freshman",2.968,1.33,"Direct_Answer_Generation","Advanced",3,"FALSE",5.82,2,"Actively_Encouraged",2,3.057,83.98,"Medium"
105659,"Medical","Graduate",3.029,15.17,"Summarizing_Reading","Beginner",2,"FALSE",17.63,4,"Allowed_With_Citation",5,3.366,75.7,"High"
148518,"Business","Graduate",2.602,0.87,"Ideation","Advanced",3,"FALSE",7.54,1,"Allowed_With_Citation",1,2.926,70.38,"Medium"
144807,"Business","Sophomore",3.599,22.65,"Ideation","Intermediate",3,"TRUE",6.9,4,"Allowed_With_Citation",6,3.717,91.2,"Medium"
139860,"Business","Graduate",3.752,NA,"Summarizing_Reading","Advanced",3,"FALSE",17.12,4,"Allowed_With_Citation",3,3.721,95.6,"Medium"
106539,"Humanities","Graduate",3.53,6.66,"Debugging/Troubleshooting","Beginner",2,"TRUE",9.69,5,"Strict_Ban",2,3.781,84.56,"High"
102323,"Business","Senior",2.339,0.18,"Copywriting/Drafting","Beginner",2,"FALSE",9.11,4,"Strict_Ban",1,2.432,81.86,"Medium"
147310,"Business","Freshman",2.407,0.65,"Direct_Answer_Generation","Intermediate",2,"FALSE",26.07,1,"Actively_Encouraged",4,2.848,62.45,"Low"
121020,"Medical","Senior",3.573,4.85,"Summarizing_Reading","Advanced",4,"TRUE",7.28,3,"Allowed_With_Citation",1,3.518,87.7,"Medium"
135585,"Arts","Junior",3.782,5.61,"Ideation","Beginner",1,"FALSE",10.49,2,"Allowed_With_Citation",7,4,57.02,"Medium"
104660,"Business","Senior",3.57,17.85,"Ideation","Intermediate",2,"TRUE",19,5,"Allowed_With_Citation",1,4,67.24,"High"
108567,"Medical","Sophomore",3.778,4.79,"Summarizing_Reading","Intermediate",2,"TRUE",16.28,2,"Actively_Encouraged",1,4,60.69,"Medium"
106121,"STEM","Freshman",3.169,1.5,"Debugging/Troubleshooting","Intermediate",3,"FALSE",31,2,"Allowed_With_Citation",3,3.738,72.18,"Low"
107188,"Humanities","Senior",2.925,1.38,"Debugging/Troubleshooting","Intermediate",3,"FALSE",14.22,4,"Allowed_With_Citation",6,2.899,60.31,"Medium"
149930,"STEM","Sophomore",3.088,12.48,"Summarizing_Reading","Intermediate",4,"TRUE",8.12,5,"Actively_Encouraged",6,3.479,91.05,"Medium"
109401,"Business","Freshman",2.927,5.38,"Summarizing_Reading","Beginner",1,"FALSE",18.67,2,"Allowed_With_Citation",5,3.051,77.03,"Medium"
133857,"Business","Freshman",3.73,3.1,"Summarizing_Reading","Beginner",1,"FALSE",12.85,3,"Allowed_With_Citation",3,3.755,60.75,"Medium"
132943,"Arts","Freshman",NA,9.16,"Copywriting/Drafting","Beginner",1,"FALSE",13.07,4,"Actively_Encouraged",1,3.123,72.84,"Medium"
123948,"Arts","Freshman",3.957,6.93,"Direct_Answer_Generation","Beginner",3,"FALSE",12.92,1,"Allowed_With_Citation",4,4,89.7,"Low"
114978,"STEM","Freshman",3.52,10.97,"Debugging/Troubleshooting","Advanced",3,"FALSE",7.97,5,"Actively_Encouraged",4,3.639,80.56,"Low"
145224,"Business","Freshman",3.624,6.22,"Debugging/Troubleshooting","Intermediate",3,"FALSE",16.54,4,"Actively_Encouraged",3,3.79,82.1,"Low"
146292,"STEM","Graduate",2.545,2.19,"Direct_Answer_Generation","Beginner",2,"TRUE",13.87,3,"Allowed_With_Citation",6,2.703,54.5,"Low"
139547,"Arts","Freshman",3.787,0.12,"Direct_Answer_Generation","Intermediate",4,"FALSE",3.54,1,"Actively_Encouraged",6,3.6,73.31,"Low"
141096,"Medical","Senior",3.594,2.96,"Summarizing_Reading","Beginner",3,"FALSE",15.89,4,"Strict_Ban",4,4,82.25,"Medium"
149987,"Business","Graduate",3.551,30.07,"Debugging/Troubleshooting","Beginner",1,"FALSE",6.64,9,"Actively_Encouraged",5,3.797,78.28,"High"
118837,"STEM","Senior",3.15,0.58,"Copywriting/Drafting","Advanced",4,"TRUE",20.79,1,"Actively_Encouraged",2,3.527,88.13,"Low"
104897,"STEM","Senior",3.92,0.52,"Direct_Answer_Generation","Intermediate",1,"FALSE",13.99,4,"Actively_Encouraged",4,4,63.77,"Low"
122052,"STEM","Sophomore",2.269,7.51,"Debugging/Troubleshooting","Beginner",3,"FALSE",16.92,6,"Allowed_With_Citation",1,2.366,72.2,"Low"
120076,"Humanities","1",3.017,9.03,"Direct_Answer_Generation","Advanced",3,"FALSE",18.22,5,"Allowed_With_Citation",6,3.207,78.66,"Low"
129709,"Medical","Junior",3.354,6.51,"Summarizing_Reading","Intermediate",3,"FALSE",2.82,4,"Actively_Encouraged",1,3.39,59.92,"Medium"
101832,"Business","Senior",3.382,21.66,"Ideation","Beginner",2,"TRUE",16.58,5,"Strict_Ban",7,3.483,77.7,"Low"
122960,"Humanities","Freshman",3.626,0.84,"Ideation","Advanced",3,"FALSE",20.57,4,"Actively_Encouraged",3,3.956,85.39,"LOW"
117893,"Medical","Freshman",2.42,5.48,"Ideation","Intermediate",3,"TRUE",18.46,1,"Actively_Encouraged",4,2.943,150,"Medium"
112292,"Humanities","Junior",2.363,0.94,"Copywriting/Drafting","Advanced",5,"FALSE",7.33,2,"Actively_Encouraged",7,2.529,84.77,"Medium"
147384,"STEM","Freshman",2.79,3.47,"Summarizing_Reading","Advanced",5,"TRUE",8.07,2,"Allowed_With_Citation",3,2.827,61.8,"Medium"
114896,"STEM","Graduate",2.836,1.43,"Debugging/Troubleshooting","Intermediate",2,"TRUE",14.09,3,"Allowed_With_Citation",4,3.101,71.76,"Medium"
131815,"Arts","Junior",2.955,3.09,"Debugging/Troubleshooting","Beginner",2,"FALSE",1.19,1,"Actively_Encouraged",4,2.975,58.32,"Medium"
119641,"STEM","Senior",2.871,5.58,"Ideation","Intermediate",1,"FALSE",6.67,5,"Allowed_With_Citation",2,3.092,80.13,"High"
149731,"STEM","Senior",3.824,4.27,"Ideation","Intermediate",1,"TRUE",6.65,4,"Allowed_With_Citation",2,3.806,70.88,"Low"
145684,"STEM","Senior",3.471,4.31,"Copywriting/Drafting","Beginner",2,"TRUE",11.44,4,"Allowed_With_Citation",3,3.584,95.88,"Low"
121352,"Business","Graduate",2.912,6.69,"Ideation","Beginner",1,"TRUE",13.15,3,"Actively_Encouraged",4,3.347,70.23,"Medium"
103627,"STEM","Graduate",3.294,7.4,"Direct_Answer_Generation","Intermediate",2,"FALSE",7.46,2,"Allowed_With_Citation",6,3.635,96.02,"Medium"
143742,"STEM","Freshman",3.327,6.91,"Debugging/Troubleshooting","Advanced",4,"FALSE",21.23,4,"Allowed_With_Citation",6,4,75.27,"Low"
146052,"Medical","Graduate",2.937,11.41,"Direct_Answer_Generation","Intermediate",3,"TRUE",8.18,6,"Allowed_With_Citation",2,3.089,70.42,"High"
146653,"Arts","Senior",3.739,6.75,"Summarizing_Reading","Beginner",1,"TRUE",7.78,3,"Allowed_With_Citation",4,3.762,65.89,"Low"
112666,"Humanities","Senior",2.327,9.15,"Copywriting/Drafting",NA,1,"FALSE",9.05,4,"Allowed_With_Citation",7,2.527,89.91,"Low"
106142,"Humanities","Graduate",3.166,0.45,"Copywriting/Drafting","Advanced",5,"FALSE",9.09,2,"Allowed_With_Citation",4,3.216,100,"Low"
104502,"Business","Graduate",2.619,0.72,"Copywriting/Drafting","Intermediate",4,"TRUE",10.22,3,"Strict_Ban",7,2.806,79.05,"Medium"
115811,"STEM","Senior",3.535,14.12,"Ideation","Intermediate",3,"TRUE",NA,6,"Allowed_With_Citation",3,3.851,78.52,"Low"
127087,"Arts","Sophomore",2.653,2.73,"Summarizing_Reading","Beginner",3,"FALSE",3.17,1,"Actively_Encouraged",2,2.725,73.65,"Medium"
125448,"Business","Freshman",3.024,5.22,"Ideation","Advanced",3,"FALSE",12.26,6,"Allowed_With_Citation",4,3.153,75.44,"High"
116119,"STEM","Freshman",3.752,3.08,"Summarizing_Reading","Intermediate",2,"FALSE",8.51,3,"Allowed_With_Citation",2,4,59.12,"Low"
129950,"Humanities","Graduate",3.516,8.17,"Direct_Answer_Generation","Intermediate",2,"FALSE",9.95,2,"Actively_Encouraged",4,3.741,79.39,"Low"
125111,"Business","Sophomore",2.709,4.75,"Copywriting/Drafting","Intermediate",2,"FALSE",15.82,3,"Actively_Encouraged",9,2.884,79.72,"Low"
111404,"Humanities","Junior",2.762,4.13,"Copywriting/Drafting","Intermediate",3,"TRUE",14.24,2,"Allowed_With_Citation",2,3.019,69.11,"High"
113651,"Humanities","Freshman",2.924,1.56,"Copywriting/Drafting","Intermediate",2,"FALSE",6.86,1,"Actively_Encouraged",3,3.29,78.13,"Low"
142684,"Medical","Senior",3.523,5.11,"Summarizing_Reading","Beginner",3,"FALSE",8.49,4,"Strict_Ban",1,3.62,77.53,"Low"
149961,"STEM","Graduate",3.409,NA,"Debugging/Troubleshooting","Advanced",3,"FALSE",11.03,4,"Allowed_With_Citation",7,3.729,78.74,"Low"
139825,"STEM","Freshman",3.021,1.32,"Copywriting/Drafting","Intermediate",2,"TRUE",19.59,5,"Allowed_With_Citation",5,3.541,81.93,"Medium"
108545,"Humanities","Senior",3.78,12.35,"Copywriting/Drafting","Beginner",1,"FALSE",19.56,4,"Strict_Ban",7,4,92.14,"Low"
136981,"STEM","Freshman",3.722,22.49,"Debugging/Troubleshooting","Beginner",3,"TRUE",12.01,5,"Strict_Ban",9,3.807,67.53,"High"
107927,"Arts","Freshman",3.806,9.87,"Copywriting/Drafting","Intermediate",4,"FALSE",18.35,4,"Actively_Encouraged",4,4,100,"Low"
137721,"Humanities","Junior",3.149,3.73,"Copywriting/Drafting","Advanced",3,"FALSE",14.05,5,"Allowed_With_Citation",1,3.394,91.06,"Medium"
134427,"STEM","Junior",3.798,22.81,"Debugging/Troubleshooting","Intermediate",4,"FALSE",14.33,4,"Allowed_With_Citation",6,4,50.25,"Medium"
129561,"Business","Senior",3.624,1.42,"Ideation","Beginner",2,"FALSE",9.91,2,"Strict_Ban",3,3.951,84.57,"Medium"
114262,"Arts","Sophomore",3.376,3.64,"Direct_Answer_Generation","Advanced",3,"FALSE",13.05,1,"Allowed_With_Citation",4,3.545,95.01,"Low"
137645,"Humanities","Sophomore",3.556,8.78,"Copywriting/Drafting","Advanced",4,"TRUE",5.32,1,"Allowed_With_Citation",1,3.845,83.87,"Medium"
115941,"Humanities","Sophomore",3.431,2.38,"Copywriting/Drafting","Intermediate",3,"FALSE",14.02,3,"Allowed_With_Citation",5,3.622,55.47,"Low"
129344,"STEM","Freshman",2.882,20.16,"Copywriting/Drafting","Advanced",3,"TRUE",10.14,4,"Actively_Encouraged",4,2.923,72.26,"Low"
143891,"Business","Sophomore",3.24,6.33,"Debugging/Troubleshooting","Beginner",2,"FALSE",1,1,"Actively_Encouraged",1,3.158,95.42,"High"
137764,"STEM","Senior",3.192,4.86,"Copywriting/Drafting","Advanced",4,"TRUE",1.83,5,"Allowed_With_Citation",1,3.223,71.84,"Low"
113616,"Business","Sophomore",3.306,14.06,"Ideation","Advanced",5,"FALSE",4.92,6,"Allowed_With_Citation",5,3.265,80.93,"Low"
112098,"Medical","Freshman",2.993,0.73,"Summarizing_Reading","Intermediate",5,"FALSE",15.63,1,"Allowed_With_Citation",4,3.13,66.39,"Low"
120796,"Arts","Sophomore",3.204,0.3,"Ideation","Advanced",3,"TRUE",11.25,2,"Strict_Ban",6,3.412,73.55,"Low"
146815,"Business","Sophomore",1.2,3.44,"Ideation","Beginner",2,"FALSE",16.92,3,"Actively_Encouraged",4,4,82.6,"Low"
135502,"STEM","Graduate",3.525,15,"Ideation","Intermediate",2,"TRUE",9.61,4,"Allowed_With_Citation",1,3.65,78.59,"Medium"
133006,"Medical","Sophomore",3.507,2.55,"Summarizing_Reading","Advanced",4,"TRUE",8.54,1,"Allowed_With_Citation",4,3.685,70.92,"Medium"
137133,"Business","Junior",2.45,0.76,"Ideation","Beginner",2,"FALSE",13.62,3,"Strict_Ban",1,2.824,79.44,"Medium"
110686,"STEM","Freshman",3.807,2.75,"Direct_Answer_Generation","Intermediate",3,"FALSE",4.22,4,"Allowed_With_Citation",5,3.847,59.86,"Low"
142230,"Humanities","Freshman",2.564,0.54,"Copywriting/Drafting","Intermediate",2,"TRUE",14.48,1,"Strict_Ban",3,2.73,46.38,"Low"
100737,"Humanities","Graduate",3.225,15.06,"Copywriting/Drafting","Beginner",2,"FALSE",11.41,6,"Actively_Encouraged",5,3.667,68.85,"Low"
113980,"STEM","Sophomore",2.787,0.02,"Debugging/Troubleshooting","Intermediate",3,"FALSE",16.38,4,"Allowed_With_Citation",7,3.052,90.63,"Low"
144027,"STEM","Sophomore",3.582,4.06,"Debugging/Troubleshooting","Advanced",4,"FALSE",17.25,2,"Strict_Ban",1,3.872,82.75,"Low"
105929,"Business","Sophomore",2.982,30.33,"Debugging/Troubleshooting","Beginner",2,"FALSE",3.29,6,"Strict_Ban",10,3.011,47.95,"High"
114056,"Arts","Year 3",3.715,1.31,"Debugging/Troubleshooting","Beginner",1,"TRUE",1,4,"Actively_Encouraged",6,4,55.14,"Low"
125446,"STEM","Senior",2.26,25.8,"Ideation","Intermediate",5,"FALSE",12.56,7,"Allowed_With_Citation",3,2.494,77.9,"High"
119878,"Humanities","Sophomore",1.853,5.28,"Debugging/Troubleshooting","Intermediate",4,"TRUE",17.75,3,"Allowed_With_Citation",6,2.455,84.98,"Medium"
147254,"Business","Junior",2.739,7.73,"Ideation","Intermediate",2,"FALSE",11.01,4,"Actively_Encouraged",4,2.483,78.44,"Low"
148540,"STEM","Freshman",3.608,3.08,"Ideation","Beginner",2,"FALSE",8.86,1,"Allowed_With_Citation",1,3.778,75.66,"Medium"
119850,"Humanities","Sophomore",2.786,7.94,"Direct_Answer_Generation","Intermediate",3,"FALSE",7.61,3,"Actively_Encouraged",4,2.888,67.34,"Medium"
131195,"Business","Senior",3.678,4.75,"Ideation","Beginner",3,"FALSE",14.62,3,"Allowed_With_Citation",6,4,95.3,"Medium"
128412,"STEM","Freshman",3.476,25.31,"Summarizing_Reading","Intermediate",3,"TRUE",17.24,6,"Allowed_With_Citation",6,3.934,73.88,"High"
147161,"Medical","Freshman",2.719,11.11,"Ideation","Beginner",1,"TRUE",14.72,5,"Allowed_With_Citation",3,2.942,62.49,"Medium"
100343,"STEM","Freshman",2.733,0,"Copywriting/Drafting","Advanced",5,"TRUE",17.26,10,"Strict_Ban",9,3.019,62.68,"High"
116193,"Medical","Sophomore",3.363,28.67,"Copywriting/Drafting","Beginner",3,"FALSE",11.02,8,"Strict_Ban",7,3.543,42.9,"High"
132286,"STEM","Freshman",3.172,11.2,"Copywriting/Drafting","Intermediate",3,"TRUE",9.59,3,"Actively_Encouraged",2,3.464,85.51,"High"
130076,"Humanities","Freshman",2.596,4.62,"Debugging/Troubleshooting","Beginner",1,"FALSE",2.95,3,"Strict_Ban",3,2.487,45.47,"Low"
101517,"Business","Freshman",2.653,9.5,"Summarizing_Reading","Intermediate",2,"FALSE",13.49,4,"Actively_Encouraged",5,2.698,78.47,"High"
131759,"Humanities","Sophomore",3.629,0.15,"Summarizing_Reading","Beginner",3,"FALSE",7.02,4,"Actively_Encouraged",1,3.302,61.99,"Low"
134763,"STEM","Sophomore",3.76,8.38,"Direct_Answer_Generation","Beginner",1,"FALSE",10.34,4,"Actively_Encouraged",4,3.976,68.82,"Medium"
104969,"Medical","Sophomore",3.464,0.41,"Debugging/Troubleshooting","Beginner",1,"TRUE",12.61,2,"Allowed_With_Citation",3,3.682,89.46,"Low"
126515,"STEM","Graduate",3.034,15.17,"Debugging/Troubleshooting","Beginner",1,"TRUE",9.06,9,"Actively_Encouraged",5,3.337,NA,"High"
106937,"Humanities","Graduate",2.929,12.65,"Direct_Answer_Generation","Beginner",2,"TRUE",21.04,4,"Strict_Ban",5,3.383,59.09,"High"
112881,"Arts","Sophomore",3.551,6.89,"Debugging/Troubleshooting","Intermediate",4,"FALSE",15.62,3,"Allowed_With_Citation",2,3.83,73.46,"Low"
146893,"Humanities","Junior",3.517,16.47,"Debugging/Troubleshooting","Advanced",5,"FALSE",10.66,7,"Actively_Encouraged",6,3.824,93.85,"High"
146379,"Medical","Graduate",2.871,10.28,"Ideation","Advanced",4,"TRUE",18.66,5,"Allowed_With_Citation",6,3.354,84.87,"Medium"
137969,"Business","Junior",3.585,0.12,"Debugging/Troubleshooting","Advanced",5,"FALSE",1.98,3,"Allowed_With_Citation",1,3.743,87.8,"Low"
127726,"STEM","Junior",2.993,5.48,"Direct_Answer_Generation","Intermediate",3,"FALSE",1,3,"Strict_Ban",4,2.858,57.5,"Medium"
107968,"STEM","Sophomore",3.575,1.66,"Debugging/Troubleshooting","Intermediate",3,"TRUE",1.92,3,"Actively_Encouraged",3,3.717,72.81,"Low"
116772,"Medical","Sophomore",2.922,12.32,"Summarizing_Reading","Beginner",1,"TRUE",18.08,6,"Actively_Encouraged",5,3.372,77.2,"Medium"
103443,"STEM","Graduate",3.766,2.85,"Debugging/Troubleshooting","Intermediate",3,"FALSE",9.37,1,"Strict_Ban",2,4,87.35,"Medium"
121551,"Business","Sophomore",3.849,8.59,"Direct_Answer_Generation","Intermediate",3,"FALSE",7.54,3,"allowed_with_citation",4,4,72.4,"Medium"
117872,"Medical","Freshman",2.409,2.04,"Summarizing_Reading","Advanced",4,"False",8.22,1,"Allowed_With_Citation",3,2.78,150,"High"
123696,"Humanities","Freshman",3.562,2.04,"Copywriting/Drafting","Intermediate",4,"FALSE",14.16,1,"Allowed_With_Citation",3,3.756,95.11,"Low"
115568,"Humanities","Senior",3.335,12.01,"Copywriting/Drafting","Advanced",5,"TRUE",15.89,3,"Allowed_With_Citation",4,3.68,93.46,"Medium"
146737,"STEM","Graduate",3.663,2.68,"Debugging/Troubleshooting","Advanced",3,"TRUE",9.18,3,"Allowed_With_Citation",1,3.998,84.4,"Medium"
133475,"STEM","Senior",3.001,17.42,"Debugging/Troubleshooting","Advanced",4,"FALSE",6.44,7,"Allowed_With_Citation",3,3.503,99.41,"Medium"
137990,"STEM","Sophomore",2.428,10.69,"Summarizing_Reading","Intermediate",3,"FALSE",1.18,2,"Actively_Encouraged",4,2.658,84.15,"Low"
144234,"Arts","Junior",3.074,4.22,"Direct_Answer_Generation","Advanced",4,"TRUE",11.9,5,"Actively_Encouraged",5,3.587,62.05,"Medium"
126770,"Business","Freshman",2.15,33.03,"Direct_Answer_Generation","Intermediate",1,"FALSE",14.29,10,"Actively_Encouraged",6,1.823,29.9,"High"
146878,"Business","Graduate",3.818,2.14,"Ideation","Intermediate",2,"FALSE",11.26,3,"Actively_Encouraged",1,3.898,72.56,"Low"
102405,"Business","Junior",2.926,6.02,"Ideation","Beginner",1,"TRUE",7.06,5,"Allowed_With_Citation",6,2.971,52.29,"Medium"
121645,"STEM","Freshman",2.764,5.45,"Debugging/Troubleshooting","Intermediate",5,"FALSE",11.51,3,"Actively_Encouraged",5,3.028,61.21,"High"
110781,"Medical","Sophomore",3.569,2.58,"Debugging/Troubleshooting","Intermediate",5,"FALSE",15.33,1,"Allowed_With_Citation",5,3.511,94.82,"Low"
112392,"Medical","Freshman",3.779,6.53,"Ideation","Beginner",3,"FALSE",5.4,2,"Allowed_With_Citation",4,3.844,85.09,"Low"
125263,"STEM","Sophomore",3.121,21.96,"Debugging/Troubleshooting","Beginner",2,"TRUE",3.19,5,"Allowed_With_Citation",4,2.968,65.49,"Medium"
120824,"Business","Junior",2.942,6.78,"Debugging/Troubleshooting","Beginner",1,"TRUE",11.12,1,"Allowed_With_Citation",7,3.291,79.39,"High"
112390,"STEM","Junior",3.304,6.72,"Ideation","Beginner",2,"FALSE",14.01,3,"Allowed_With_Citation",3,3.615,65.86,"Medium"
109721,"Arts","Sophomore",1.784,6.87,"Copywriting/Drafting","Intermediate",1,"TRUE",8.76,5,"Allowed_With_Citation",2,2.119,68.22,"High"
141281,"Medical","Sophomore",3.161,0.33,"Summarizing_Reading","Intermediate",2,"TRUE",13.98,3,"Actively_Encouraged",5,3.258,78.98,"Low"
